a_rank,slug,company,state,hq,fleet_buses,founded,composite,folder,researched,research_date,packet_path,facts_path,draft_path,reviewed,sent,notes
519,0519-arizona-medical-transport-llc,Arizona Medical Transport LLC,AZ,"Tucson, AZ",13,2007,77.5,6_targets/0519-arizona-medical-transport-llc,0,,,,,0,0,
520,0520-rehab-transportation,Rehab Transportation,MI,"Canton, MI",35,2004,77.5,6_targets/0520-rehab-transportation,0,,,,,0,0,
521,0521-salem-limousine,Salem Limousine,OH,"Dayton, OH",28,2006,77.5,6_targets/0521-salem-limousine,0,,,,,0,0,
522,0522-van-s-med-tec-transport-svc,Van's Med-Tec Transport & Svc,VA,"Danville, VA",,1988,77.5,6_targets/0522-van-s-med-tec-transport-svc,0,,,,,0,0,
523,0523-matthews-bus-co-inc-sch-buses,Matthews Bus Co Inc Sch Buses,PA,"Mc Kees Rocks, PA",,1961,77.5,6_targets/0523-matthews-bus-co-inc-sch-buses,0,,,,,0,0,
524,0524-american-chair-car-svc-llc,American Chair Car Svc LLC,CT,"Trumbull, CT",,1997,77.5,6_targets/0524-american-chair-car-svc-llc,0,,,,,0,0,
525,0525-wheelchair-transportation,Wheelchair Transportation,FL,"Sarasota, FL",,1972,77.5,6_targets/0525-wheelchair-transportation,0,,,,,0,0,
526,0526-henry-school-buses-llc,Henry School Buses LLC,PA,"Wilkes Barre, PA",,1996,77.5,6_targets/0526-henry-school-buses-llc,0,,,,,0,0,
527,0527-bay-terrace-transit-corp,Bay Terrace Transit Corp,NY,"New Hyde Park, NY",,1996,77.5,6_targets/0527-bay-terrace-transit-corp,0,,,,,0,0,
528,0528-laidback-transport-svc-inc,Laidback Transport Svc Inc,AZ,"Phoenix, AZ",,1996,77.5,6_targets/0528-laidback-transport-svc-inc,0,,,,,0,0,
529,0529-woodland-wheelchair-svc-inc,Woodland Wheelchair Svc Inc,WA,"Woodland, WA",,1992,77.5,6_targets/0529-woodland-wheelchair-svc-inc,0,,,,,0,0,
530,0530-seacoast-chair-car-svc-llc,Seacoast Chair Car Svc LLC,NH,"Hampton, NH",,1999,77.5,6_targets/0530-seacoast-chair-car-svc-llc,0,,,,,0,0,
531,0531-jenda-transport-inc,Jenda Transport Inc,NY,"Hamburg, NY",,1970,77.5,6_targets/0531-jenda-transport-inc,0,,,,,0,0,
532,0532-pioneer-transportation-corp,Pioneer Transportation Corp,NY,"Staten Island, NY",725,2005,77.2,6_targets/0532-pioneer-transportation-corp,0,,,,,0,0,
533,0533-boulden-buses-inc,Boulden Buses Inc,DE,"Stanton, DE",9,1933,77.0,6_targets/0533-boulden-buses-inc,0,,,,,0,0,
534,0534-trinity-wheelchair-trnsprtn,Trinity Wheelchair Trnsprtn,FL,"New Port Richey, FL",,2009,77.0,6_targets/0534-trinity-wheelchair-trnsprtn,0,,,,,0,0,
535,0535-compassion-transport-svc-llc,Compassion Transport Svc LLC,PA,"Biglerville, PA",7,2016,76.8,6_targets/0535-compassion-transport-svc-llc,0,,,,,0,0,
536,0536-layla-transportation,Layla Transportation,NJ,"Middlesex, NJ",1,2000,76.5,6_targets/0536-layla-transportation,0,,,,,0,0,
537,0537-meister-special-care-transport,Meister Special Care Transport,WI,"Madison, WI",11,2001,76.5,6_targets/0537-meister-special-care-transport,0,,,,,0,0,
538,0538-lusito-omnibus,Lusito Omnibus,PR,"Cabo Rojo, PR",41,2013,76.5,6_targets/0538-lusito-omnibus,0,,,,,0,0,
539,0539-bj-bus-svc-inc,BJ Bus Svc Inc,MD,"Hyattsville, MD",2,1999,76.5,6_targets/0539-bj-bus-svc-inc,0,,,,,0,0,
540,0540-red-top-transportation,Red Top Transportation,PA,"Scranton, PA",3,1986,76.5,6_targets/0540-red-top-transportation,0,,,,,0,0,
541,0541-school-days-inc,School Days Inc,NY,"Brooklyn, NY",1,1979,76.5,6_targets/0541-school-days-inc,0,,,,,0,0,
542,0542-chamber-s-bus-garage,Chamber's Bus Garage,PA,"Columbia Cross Roads, PA",2,1958,76.5,6_targets/0542-chamber-s-bus-garage,0,,,,,0,0,
543,0543-bendickson-school-bus-svc-inc,Bendickson School Bus Svc Inc,MN,"Bejou, MN",2,2001,76.5,6_targets/0543-bendickson-school-bus-svc-inc,0,,,,,0,0,
544,0544-greig-s-bus-svc-inc,Greig's Bus Svc Inc,MN,"Motley, MN",3,1987,76.5,6_targets/0544-greig-s-bus-svc-inc,0,,,,,0,0,
545,0545-bert-bendickson-school-bus,Bert Bendickson School Bus,MN,"Bejou, MN",2,2001,76.5,6_targets/0545-bert-bendickson-school-bus,0,,,,,0,0,
546,0546-northern-express-bus-svc,Northern Express Bus Svc,WI,"Berlin, WI",55,2018,76.5,6_targets/0546-northern-express-bus-svc,0,,,,,0,0,
547,0547-northern-express-bus-serivce,Northern Express Bus Serivce,WI,"Berlin, WI",55,2018,76.5,6_targets/0547-northern-express-bus-serivce,0,,,,,0,0,
548,0548-licia-school-bus,Licia School Bus,FL,"Miami, FL",,,76.5,6_targets/0548-licia-school-bus,0,,,,,0,0,
549,0549-j-m-school-bus-llc,J & M School Bus LLC,FL,"Miami, FL",,,76.5,6_targets/0549-j-m-school-bus-llc,0,,,,,0,0,
550,0550-jelis-school-trnsprtn-svc-corp,Jelis School Trnsprtn Svc Corp,FL,"Lehigh Acres, FL",,,76.5,6_targets/0550-jelis-school-trnsprtn-svc-corp,0,,,,,0,0,
551,0551-sjp-school-trnsprtn-speclsts,SJP School Trnsprtn Speclsts,NY,"Saint James, NY",,,76.5,6_targets/0551-sjp-school-trnsprtn-speclsts,0,,,,,0,0,
552,0552-wheelchair-accessible-vans-inc,Wheelchair Accessible Vans Inc,TX,"Tyler, TX",5,2008,76.2,6_targets/0552-wheelchair-accessible-vans-inc,0,,,,,0,0,
553,0553-mts-transportation-inc,MTS Transportation Inc,VA,"Alexandria, VA",7,2005,76.2,6_targets/0553-mts-transportation-inc,0,,,,,0,0,
554,0554-rolex-limousine,Rolex Limousine,TX,"Houston, TX",5,2005,76.2,6_targets/0554-rolex-limousine,0,,,,,0,0,
555,0555-express-one-transportation-llc,Express One Transportation LLC,AZ,"Phoenix, AZ",8,2009,76.2,6_targets/0555-express-one-transportation-llc,0,,,,,0,0,
556,0556-special-k-s-transport,Special K's Transport,IA,,5,2007,76.2,6_targets/0556-special-k-s-transport,0,,,,,0,0,
557,0557-elite-care-wheelchair-transit,Elite Care Wheelchair Transit,TX,"Dallas, TX",9,2010,76.2,6_targets/0557-elite-care-wheelchair-transit,0,,,,,0,0,
558,0558-fortuna-bus-co-inc,Fortuna Bus Co Inc,NY,"Brooklyn, NY",1,2005,76.0,6_targets/0558-fortuna-bus-co-inc,0,,,,,0,0,
559,0559-marilys-school-bus,Marilys School Bus,FL,"Hialeah, FL",2,2008,76.0,6_targets/0559-marilys-school-bus,0,,,,,0,0,
560,0560-philly-transportation,Philly Transportation,PA,"Philadelphia, PA",1,2006,76.0,6_targets/0560-philly-transportation,0,,,,,0,0,
561,0561-eli-c-school-bus-svc-inc,Eli & C School Bus Svc Inc,FL,"Miami, FL",4,2005,76.0,6_targets/0561-eli-c-school-bus-svc-inc,0,,,,,0,0,
562,0562-marily-s-school-bus,Marily's School Bus,FL,"Hialeah, FL",2,2010,76.0,6_targets/0562-marily-s-school-bus,0,,,,,0,0,
563,0563-idalmys-school-bus-trnsprtn,Idalmys School Bus Trnsprtn,FL,"Hialeah, FL",1,2011,76.0,6_targets/0563-idalmys-school-bus-trnsprtn,0,,,,,0,0,
564,0564-a-kiko-kika-sch-bus-svc-inc,A+ KIKO & KIKA Sch Bus Svc Inc,FL,"Miami, FL",1,2002,76.0,6_targets/0564-a-kiko-kika-sch-bus-svc-inc,0,,,,,0,0,
565,0565-k-h-busing,K & H Busing,PA,"Philadelphia, PA",1,2010,76.0,6_targets/0565-k-h-busing,0,,,,,0,0,
566,0566-e-m-sch-trnsprtn-svc-sw-fl,E-M Sch Trnsprtn Svc-Sw Fl,FL,"Naples, FL",3,2008,76.0,6_targets/0566-e-m-sch-trnsprtn-svc-sw-fl,0,,,,,0,0,
567,0567-maria-s-school-trnsprtn-inc,Maria's School TRNSPRTN Inc,FL,"North Miami Beach, FL",4,2009,76.0,6_targets/0567-maria-s-school-trnsprtn-inc,0,,,,,0,0,
568,0568-j-c-arver-sch-bus-trnsprtn-inc,J C Arver Sch Bus Trnsprtn Inc,FL,"Hialeah, FL",3,2010,76.0,6_targets/0568-j-c-arver-sch-bus-trnsprtn-inc,0,,,,,0,0,
569,0569-maria-s-school-bus-svc-inc,Maria's School Bus Svc Inc,FL,"North Miami Beach, FL",4,2009,76.0,6_targets/0569-maria-s-school-bus-svc-inc,0,,,,,0,0,
570,0570-moise-bus-svc,Moise Bus Svc,FL,"North Miami Beach, FL",1,2009,76.0,6_targets/0570-moise-bus-svc,0,,,,,0,0,
571,0571-maritza-miguel-school-bus,Maritza & Miguel School Bus,FL,"Hialeah, FL",3,2010,76.0,6_targets/0571-maritza-miguel-school-bus,0,,,,,0,0,
572,0572-darine-suarez-school-bus,Darine Suarez School Bus,FL,"Hialeah Gardens, FL",2,2010,76.0,6_targets/0572-darine-suarez-school-bus,0,,,,,0,0,
573,0573-yanet-school-bus,Yanet School Bus,FL,"Hialeah, FL",3,2010,76.0,6_targets/0573-yanet-school-bus,0,,,,,0,0,
574,0574-yordy-school-bus,Yordy School Bus,FL,"Cutler Bay, FL",2,2008,76.0,6_targets/0574-yordy-school-bus,0,,,,,0,0,
575,0575-yordy-s-school-bus,Yordy's School Bus,FL,"Opa Locka, FL",2,2010,76.0,6_targets/0575-yordy-s-school-bus,0,,,,,0,0,
576,0576-yusimi-s-school-bus,Yusimi's School Bus,FL,"Miami, FL",2,2011,76.0,6_targets/0576-yusimi-s-school-bus,0,,,,,0,0,
577,0577-gomes-school-bus-svc-inc,Gomes School Bus Svc Inc,HI,"Kaneohe, HI",,1959,76.0,6_targets/0577-gomes-school-bus-svc-inc,0,,,,,0,0,
578,0578-dietrich-s-of-mitchell-inc,Dietrich's Of Mitchell Inc,SD,"Mitchell, SD",,1986,76.0,6_targets/0578-dietrich-s-of-mitchell-inc,0,,,,,0,0,
579,0579-spalding-bus-line,Spalding Bus Line,MO,"Monroe City, MO",,1999,76.0,6_targets/0579-spalding-bus-line,0,,,,,0,0,
580,0580-jumbo-westchester-taxi-svc-inc,Jumbo Westchester Taxi Svc Inc,NY,"Thornwood, NY",,1987,76.0,6_targets/0580-jumbo-westchester-taxi-svc-inc,0,,,,,0,0,
581,0581-hess-bus-svc-inc,Hess Bus Svc Inc,PA,"Millerton, PA",,1989,76.0,6_targets/0581-hess-bus-svc-inc,0,,,,,0,0,
582,0582-akita-enterprises-ltd,Akita Enterprises LTD,HI,"Lihue, HI",6,1946,75.2,6_targets/0582-akita-enterprises-ltd,0,,,,,0,0,
583,0583-advanced-bus-svc-llc,Advanced Bus Svc LLC,GA,"Dawsonville, GA",6,2021,75.2,6_targets/0583-advanced-bus-svc-llc,0,,,,,0,0,
584,0584-witzel-bus-svc-inc,Witzel Bus Svc Inc,MN,"Fulda, MN",8,1999,75.2,6_targets/0584-witzel-bus-svc-inc,0,,,,,0,0,
585,0585-mellor-s-bus-svc,Mellor's Bus Svc,MD,"Columbia, MD",7,1987,75.2,6_targets/0585-mellor-s-bus-svc,0,,,,,0,0,
586,0586-school-bus-one-llc,School Bus One LLC,OH,"Laurelville, OH",7,1991,75.2,6_targets/0586-school-bus-one-llc,0,,,,,0,0,
587,0587-testerman-bus-svc-repair,Testerman Bus Svc & Repair,MD,"Mount Airy, MD",6,1995,75.2,6_targets/0587-testerman-bus-svc-repair,0,,,,,0,0,
588,0588-a-a-limousine,A & A Limousine,AZ,"Tucson, AZ",3,1994,75.0,6_targets/0588-a-a-limousine,0,,,,,0,0,
589,0589-non-emergency-transport-inc,Non Emergency Transport Inc,TX,"Fort Worth, TX",2,1995,75.0,6_targets/0589-non-emergency-transport-inc,0,,,,,0,0,
590,0590-school-van-group-of-amer-inc,School Van Group Of Amer Inc,IL,"Morris, IL",50,2025,75.0,6_targets/0590-school-van-group-of-amer-inc,0,,,,,0,0,
591,0591-knox-medex-inc,KNOX Medex Inc,TN,"Knoxville, TN",350,1999,75.0,6_targets/0591-knox-medex-inc,0,,,,,0,0,
592,0592-virgo-medical-svc-inc,Virgo Medical Svc Inc,NJ,"East Orange, NJ",1,1998,75.0,6_targets/0592-virgo-medical-svc-inc,0,,,,,0,0,
593,0593-devine-towncar-limousine,Devine Towncar & Limousine,TX,"Richmond, TX",2,2000,75.0,6_targets/0593-devine-towncar-limousine,0,,,,,0,0,
594,0594-frontiers-transportation-svc,Frontiers Transportation Svc,MN,"Roseville, MN",41,2022,75.0,6_targets/0594-frontiers-transportation-svc,0,,,,,0,0,
595,0595-medacare-transportation-inc,Medacare Transportation Inc,OH,"Cincinnati, OH",1,1994,75.0,6_targets/0595-medacare-transportation-inc,0,,,,,0,0,
596,0596-safe-student-trnsprtn-llc,Safe Student Trnsprtn LLC,NJ,"Paterson, NJ",10,2017,75.0,6_targets/0596-safe-student-trnsprtn-llc,0,,,,,0,0,
597,0597-richard-transportation-para,Richard Transportation Para,MO,"Saint Louis, MO",1,1976,75.0,6_targets/0597-richard-transportation-para,0,,,,,0,0,
598,0598-a-g-medical-transportation-inc,A G Medical Transportation Inc,IL,"Northbrook, IL",373,2001,75.0,6_targets/0598-a-g-medical-transportation-inc,0,,,,,0,0,
599,0599-new-england-shuttle,New England Shuttle,NH,"North Salem, NH",2,1998,75.0,6_targets/0599-new-england-shuttle,0,,,,,0,0,
600,0600-js-hawkins-sons-inc,JS Hawkins & Sons Inc,MD,"Cumberland, MD",10,2012,75.0,6_targets/0600-js-hawkins-sons-inc,0,,,,,0,0,
601,0601-c-j-s-bus-svc-inc,C J's Bus Svc Inc,NJ,"Elmer, NJ",,,75.0,6_targets/0601-c-j-s-bus-svc-inc,0,,,,,0,0,
602,0602-anf-transportation-llc,Anf Transportation LLC,PA,"Philadelphia, PA",,,75.0,6_targets/0602-anf-transportation-llc,0,,,,,0,0,
603,0603-towne-bus-corp,Towne Bus Corp,NY,"Plainview, NY",589,1959,74.8,6_targets/0603-towne-bus-corp,0,,,,,0,0,
604,0604-harlow-s-school-bus-svc,Harlow's School Bus Svc,SD,"Garden Valley, ID",401,1971,74.8,6_targets/0604-harlow-s-school-bus-svc,0,,,,,0,0,
605,0605-harlow-s-school-bus,Harlow's School Bus,SD,"Vermillion, SD",401,1973,74.8,6_targets/0605-harlow-s-school-bus,0,,,,,0,0,
606,0606-riteway-bus-svc,Riteway Bus Svc,WI,"Random Lake, WI",1430,1923,74.8,6_targets/0606-riteway-bus-svc,0,,,,,0,0,
607,0607-go-riteway,Go Riteway,WI,"Oak Creek, WI",1430,1957,74.8,6_targets/0607-go-riteway,0,,,,,0,0,
608,0608-kobussen-buses-school-trnsprtn,Kobussen Buses School Trnsprtn,WI,"Kaukauna, WI",867,1938,74.8,6_targets/0608-kobussen-buses-school-trnsprtn,0,,,,,0,0,
609,0609-harlows-bus-co,Harlows Bus Co,SD,"Custer, SD",401,1973,74.8,6_targets/0609-harlows-bus-co,0,,,,,0,0,
610,0610-georgia-medical-trnsprtn-inc,Georgia Medical Trnsprtn Inc,GA,"Loganville, GA",2,2002,74.5,6_targets/0610-georgia-medical-trnsprtn-inc,0,,,,,0,0,
611,0611-elite-transportation-inc,Elite Transportation Inc,FL,"Fort Myers, FL",2,2007,74.5,6_targets/0611-elite-transportation-inc,0,,,,,0,0,
612,0612-immaculate-care-trnsprtn-ent,Immaculate Care Trnsprtn Ent,GA,"Lawrenceville, GA",3,2006,74.5,6_targets/0612-immaculate-care-trnsprtn-ent,0,,,,,0,0,
613,0613-lets-go-limo-inc,Lets Go Limo Inc,FL,"Deerfield Beach, FL",3,2008,74.5,6_targets/0613-lets-go-limo-inc,0,,,,,0,0,
614,0614-seniors-choice-trnsprtn-llc,Seniors Choice Trnsprtn LLC,GA,"Acworth, GA",2,2010,74.5,6_targets/0614-seniors-choice-trnsprtn-llc,0,,,,,0,0,
615,0615-bright-futures-school-trnsprtn,Bright Futures School TRNSPRTN,FL,"Lehigh Acres, FL",,2014,74.5,6_targets/0615-bright-futures-school-trnsprtn,0,,,,,0,0,
616,0616-berkshire-transportation-corp,Berkshire Transportation Corp,NJ,"Sparta, NJ",,1980,74.5,6_targets/0616-berkshire-transportation-corp,0,,,,,0,0,
617,0617-e-s-limousines-trnsp-co,E & S Limousines & Trnsp Co,FL,"Lakeland, FL",,2001,74.5,6_targets/0617-e-s-limousines-trnsp-co,0,,,,,0,0,
618,0618-cassidy-transportation-inc,Cassidy Transportation Inc,NJ,,,1970,74.5,6_targets/0618-cassidy-transportation-inc,0,,,,,0,0,
619,0619-anthonys-limousine-arprt-svc,Anthonys Limousine & Arprt Svc,FL,"Sunrise, FL",,1994,74.5,6_targets/0619-anthonys-limousine-arprt-svc,0,,,,,0,0,
620,0620-rico-s-bus-co-inc,Rico's Bus Co Inc,PA,"East Stroudsburg, PA",,2013,74.5,6_targets/0620-rico-s-bus-co-inc,0,,,,,0,0,
621,0621-rmr-school-transportation-llc,RMR School Transportation LLC,FL,"Naples, FL",,2012,74.5,6_targets/0621-rmr-school-transportation-llc,0,,,,,0,0,
622,0622-magic-van-school-trnsprtn-llc,Magic Van School Trnsprtn LLC,FL,"Lehigh Acres, FL",,2016,74.5,6_targets/0622-magic-van-school-trnsprtn-llc,0,,,,,0,0,
623,0623-bell-school-transportation-inc,Bell School Transportation Inc,FL,"Homestead, FL",,2017,74.5,6_targets/0623-bell-school-transportation-inc,0,,,,,0,0,
624,0624-happy-angels-school-trnsprtn,Happy Angels School Trnsprtn,FL,"Clermont, FL",,2014,74.5,6_targets/0624-happy-angels-school-trnsprtn,0,,,,,0,0,
625,0625-ciufo-bus-svc-inc,Ciufo Bus Svc Inc,MD,"Havre De Grace, MD",,1974,74.5,6_targets/0625-ciufo-bus-svc-inc,0,,,,,0,0,
626,0626-lovato-school-bus-co-inc,Lovato School Bus Co Inc,NM,"Corrales, NM",,1941,74.5,6_targets/0626-lovato-school-bus-co-inc,0,,,,,0,0,
627,0627-dyson-bus-svc-inc,Dyson Bus Svc Inc,MD,"Port Tobacco, MD",,1971,74.5,6_targets/0627-dyson-bus-svc-inc,0,,,,,0,0,
628,0628-central-avenue-bus-svc,Central Avenue Bus Svc,DC,"Washington, DC",6,1989,74.0,6_targets/0628-central-avenue-bus-svc,0,,,,,0,0,
629,0629-eagle-bus-svc,Eagle Bus Svc,NC,"Newell, NC",,2009,74.0,6_targets/0629-eagle-bus-svc,0,,,,,0,0,
630,0630-faith-13-transportation,Faith 13 Transportation,NJ,"Parsippany, NJ",,2011,74.0,6_targets/0630-faith-13-transportation,0,,,,,0,0,
631,0631-catano-s-school-bus,Catano's School Bus,TX,"Houston, TX",,2010,74.0,6_targets/0631-catano-s-school-bus,0,,,,,0,0,
632,0632-basma-school-transport-inc,Basma School Transport Inc,NJ,"Bloomfield, NJ",,2002,74.0,6_targets/0632-basma-school-transport-inc,0,,,,,0,0,
633,0633-sandra-s-school-bus,Sandra's School Bus,TX,"Humble, TX",,2004,74.0,6_targets/0633-sandra-s-school-bus,0,,,,,0,0,
634,0634-transportation-citicare,Transportation Citicare,IL,"Lake Zurich, IL",,2011,74.0,6_targets/0634-transportation-citicare,0,,,,,0,0,
635,0635-kidz-on-the-run,Kidz On The Run,MA,"Dorchester, MA",,2002,74.0,6_targets/0635-kidz-on-the-run,0,,,,,0,0,
636,0636-valley-oasis-transportation,Valley Oasis Transportation,MN,"Minneapolis, MN",5,2013,73.8,6_targets/0636-valley-oasis-transportation,0,,,,,0,0,
637,0637-exquisite-school-bus-svc-llc,Exquisite School Bus Svc LLC,MD,"Clinton, MD",7,2018,73.8,6_targets/0637-exquisite-school-bus-svc-llc,0,,,,,0,0,
638,0638-j-i-classic-limousine-svc,J & I Classic Limousine Svc,MA,"South Dartmouth, MA",6,1992,73.8,6_targets/0638-j-i-classic-limousine-svc,0,,,,,0,0,
639,0639-mansion-limousine,Mansion Limousine,MA,"Bellingham, MA",8,1997,73.8,6_targets/0639-mansion-limousine,0,,,,,0,0,
640,0640-adams-bus-svc-llc,Adams Bus Svc LLC,MD,"Lexington Park, MD",5,2018,73.8,6_targets/0640-adams-bus-svc-llc,0,,,,,0,0,
641,0641-warren-bus-lines-inc,Warren Bus Lines Inc,PA,"Warren, PA",2,1991,73.5,6_targets/0641-warren-bus-lines-inc,0,,,,,0,0,
642,0642-cyr-bus-line,Cyr Bus Line,ME,"Bangor, ME",4,1907,73.5,6_targets/0642-cyr-bus-line,0,,,,,0,0,
643,0643-scholastic-school-bus,Scholastic School Bus,NY,"Brooklyn, NY",4,1997,73.5,6_targets/0643-scholastic-school-bus,0,,,,,0,0,
644,0644-lakeland-coach-lines-inc,Lakeland Coach Lines Inc,WI,"Palmyra, WI",1,1975,73.5,6_targets/0644-lakeland-coach-lines-inc,0,,,,,0,0,
645,0645-eastern-school-bus-corp,Eastern School Bus Corp,NY,"Flushing, NY",3,1998,73.5,6_targets/0645-eastern-school-bus-corp,0,,,,,0,0,
646,0646-r-a-hitchcock-busing,R & A Hitchcock Busing,PA,"Laceyville, PA",2,1994,73.5,6_targets/0646-r-a-hitchcock-busing,0,,,,,0,0,
647,0647-dworak-motor-co-inc,Dworak Motor Co Inc,WI,"Kewaunee, WI",3,1926,73.5,6_targets/0647-dworak-motor-co-inc,0,,,,,0,0,
648,0648-cherryco-transportation-buses,Cherryco Transportation Buses,KY,"Louisville, KY",1,1952,73.5,6_targets/0648-cherryco-transportation-buses,0,,,,,0,0,
649,0649-abc-transit-inc,ABC Transit Inc,PA,"Pittsburgh, PA",424,2013,73.2,6_targets/0649-abc-transit-inc,0,,,,,0,0,
650,0650-blanca-s-school-bus-svc,Blanca's School Bus Svc,TX,"Sugar Land, TX",5,2011,73.2,6_targets/0650-blanca-s-school-bus-svc,0,,,,,0,0,
651,0651-cormiers-bus-svc,Cormiers Bus Svc,ME,"Corinth, ME",29,2004,73.0,6_targets/0651-cormiers-bus-svc,0,,,,,0,0,
652,0652-hottenstein-bus-charter,Hottenstein Bus & Charter,WI,"Livingston, WI",17,2005,73.0,6_targets/0652-hottenstein-bus-charter,0,,,,,0,0,
653,0653-mauthe-busing-inc,Mauthe Busing Inc,PA,"Strattanville, PA",,2013,73.0,6_targets/0653-mauthe-busing-inc,0,,,,,0,0,
654,0654-merit-medi-trans,Merit Medi Trans,CA,"Yuba City, CA",,1980,73.0,6_targets/0654-merit-medi-trans,0,,,,,0,0,
655,0655-b-jays-transportation-inc,B Jays Transportation Inc,IL,"Plano, IL",,1974,73.0,6_targets/0655-b-jays-transportation-inc,0,,,,,0,0,
656,0656-rapid-transit-inc,Rapid Transit Inc,PA,"Philadelphia, PA",,2014,73.0,6_targets/0656-rapid-transit-inc,0,,,,,0,0,
657,0657-cal-med,Cal-Med,CA,"El Cajon, CA",,1974,73.0,6_targets/0657-cal-med,0,,,,,0,0,
658,0658-hogan-bus-svc,Hogan Bus Svc,OH,"Wickliffe, OH",,1970,73.0,6_targets/0658-hogan-bus-svc,0,,,,,0,0,
659,0659-b-p-transit-inc,B & P Transit Inc,DE,"Clayton, DE",,1992,73.0,6_targets/0659-b-p-transit-inc,0,,,,,0,0,
660,0660-fern-transportation-inc,Fern Transportation Inc,NY,"Cambria Heights, NY",,2016,73.0,6_targets/0660-fern-transportation-inc,0,,,,,0,0,
661,0661-peterson-bussing-llc,Peterson Bussing LLC,WI,"Merrill, WI",,1999,73.0,6_targets/0661-peterson-bussing-llc,0,,,,,0,0,
662,0662-silver-lining-transport,Silver Lining Transport,CA,"West Sacramento, CA",,2009,72.5,6_targets/0662-silver-lining-transport,0,,,,,0,0,
663,0663-transport-u,Transport-U,MD,"Rockville, MD",,2005,72.5,6_targets/0663-transport-u,0,,,,,0,0,
664,0664-integrity-medivan,Integrity Medivan,IL,"Crystal Lake, IL",,2002,72.5,6_targets/0664-integrity-medivan,0,,,,,0,0,
665,0665-alternative-transportation,Alternative Transportation,CT,"Groton, CT",,2004,72.5,6_targets/0665-alternative-transportation,0,,,,,0,0,
666,0666-art-of-care,Art Of Care,MA,"Brighton, MA",,2005,72.5,6_targets/0666-art-of-care,0,,,,,0,0,
667,0667-alpha-rehabilitation-trnsprtn,Alpha Rehabilitation Trnsprtn,MI,"Franklin, MI",,2007,72.5,6_targets/0667-alpha-rehabilitation-trnsprtn,0,,,,,0,0,
668,0668-gentle-arms-daily-trnsprtn,Gentle Arms Daily Trnsprtn,MA,"Chelmsford, MA",,2005,72.5,6_targets/0668-gentle-arms-daily-trnsprtn,0,,,,,0,0,
669,0669-real-time-transport-corp,Real Time Transport Corp,TX,"Irving, TX",,2010,72.5,6_targets/0669-real-time-transport-corp,0,,,,,0,0,
670,0670-s-s-transportation,S S Transportation,NJ,"Matawan, NJ",,2008,72.5,6_targets/0670-s-s-transportation,0,,,,,0,0,
671,0671-pape-bus-svc,Pape Bus Svc,WI,"Blair, WI",6,1936,72.2,6_targets/0671-pape-bus-svc,0,,,,,0,0,
672,0672-open-arms-transportation,Open Arms Transportation,OH,"Cleveland, OH",5,2015,72.2,6_targets/0672-open-arms-transportation,0,,,,,0,0,
673,0673-best-care-transportation,Best Care Transportation,OH,"Reynoldsburg, OH",9,2018,72.2,6_targets/0673-best-care-transportation,0,,,,,0,0,
674,0674-ats-apex-transit-solutions,ATS Apex Transit Solutions,OH,"Cleveland, OH",8,2013,72.2,6_targets/0674-ats-apex-transit-solutions,0,,,,,0,0,
675,0675-bnb-non-emergency-med,BNB Non Emergency Med,CA,"Fresno, CA",8,2015,72.2,6_targets/0675-bnb-non-emergency-med,0,,,,,0,0,
676,0676-voigt-s-bus,Voigt's Bus,MN,"Minneapolis, MN",1,1947,72.0,6_targets/0676-voigt-s-bus,0,,,,,0,0,
677,0677-krise-bus-svc,Krise Bus Svc,PA,"Pittsburgh, PA",4,1991,72.0,6_targets/0677-krise-bus-svc,0,,,,,0,0,
678,0678-voigt-s-bus-svc,Voigt's Bus Svc,MN,"Waconia, MN",1,1947,72.0,6_targets/0678-voigt-s-bus-svc,0,,,,,0,0,
679,0679-keller-edwin-a-bus-svc,Keller Edwin A Bus Svc,MD,"Waldorf, MD",4,1927,72.0,6_targets/0679-keller-edwin-a-bus-svc,0,,,,,0,0,
680,0680-shearer-school-bus-station-inc,Shearer School Bus Station Inc,NM,"Portales, NM",4,1982,72.0,6_targets/0680-shearer-school-bus-station-inc,0,,,,,0,0,
681,0681-carlos-maty-school-bus-llc,Carlos & Maty School Bus LLC,FL,"Hialeah, FL",2,2013,72.0,6_targets/0681-carlos-maty-school-bus-llc,0,,,,,0,0,
682,0682-carlos-lily-bus-svc-inc,Carlos & Lily Bus Svc Inc,FL,"Hialeah, FL",2,2013,72.0,6_targets/0682-carlos-lily-bus-svc-inc,0,,,,,0,0,
683,0683-blake-williams-bus-trnsprtn,Blake Williams Bus Trnsprtn,TN,"Harrison, TN",10,2024,72.0,6_targets/0683-blake-williams-bus-trnsprtn,0,,,,,0,0,
684,0684-mullinix-bus-svc,Mullinix Bus Svc,MD,"Union Bridge, MD",4,1964,72.0,6_targets/0684-mullinix-bus-svc,0,,,,,0,0,
685,0685-damaris-oristela-school-bus,Damaris Oristela School Bus,FL,"Hialeah, FL",1,2014,72.0,6_targets/0685-damaris-oristela-school-bus,0,,,,,0,0,
686,0686-isachi-school-bus,Isachi School Bus,FL,"Hialeah, FL",1,2016,72.0,6_targets/0686-isachi-school-bus,0,,,,,0,0,
687,0687-hoffman-carla,"Hoffman, Carla",NJ,"Elmer, NJ",,,72.0,6_targets/0687-hoffman-carla,0,,,,,0,0,
